whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P32721	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	510	Escherichia coli (strain K12)	83333	56745	0		3 out of 5	Inferred from homology	D-allose import ATP-binding protein AlsA (EC 3.6.3.17)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33011	1	1	0	0	0	0	0	0	0	0	reviewed	352	Escherichia coli (strain K12)	83333	39955	0		2 out of 5	Evidence at protein level	Inner membrane protein YeeA	SwissProt_not_IMEX	0	0	0	not in IMEx
P33012	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	157	Escherichia coli (strain K12)	83333	18081	0		4 out of 5	Evidence at protein level	DNA gyrase inhibitor	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33013	1	1	0	0	0	0	0	0	0	0	reviewed	388	Escherichia coli (strain K12)	83333	43346	0		5 out of 5	Evidence at protein level	D-alanyl-D-alanine carboxypeptidase DacD (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 6b) (PBP-6b)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33014	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	75	Escherichia coli (strain K12)	83333	8148	0		1 out of 5	Evidence at protein level	UPF0033 protein YeeD	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33015	1	1	0	0	0	0	0	0	0	0	reviewed	352	Escherichia coli (strain K12)	83333	38100	0		2 out of 5	Evidence at protein level	UPF0394 inner membrane protein YeeE	SwissProt_not_IMEX	0	0	0	not in IMEx
P33018	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	278	Escherichia coli (strain K12)	83333	31259	0		5 out of 5	Evidence at protein level	S-formylglutathione hydrolase YeiG (FGH) (EC 3.1.2.12)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33020	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	362	Escherichia coli (strain K12)	83333	39710	0		2 out of 5	Inferred from homology	Uncharacterized sugar kinase YeiI (EC 2.7.1.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33021	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	416	Escherichia coli (strain K12)	83333	43410	0		3 out of 5	Evidence at protein level	Putative nucleoside permease NupX	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33022	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	313	Escherichia coli (strain K12)	83333	33748	0		5 out of 5	Evidence at protein level	Pyrimidine-specific ribonucleoside hydrolase RihB (EC 3.2.2.8) (Cytidine/uridine-specific hydrolase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33024	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	416	Escherichia coli (strain K12)	83333	43432	0		3 out of 5	Evidence at protein level	Putative pseudouridine transporter	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33025	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	312	Escherichia coli (strain K12)	83333	32910	0		5 out of 5	Evidence at protein level	Pseudouridine-5'-phosphate glycosidase (PsiMP glycosidase) (EC 4.2.1.70)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33026	1	1	0	0	0	0	0	0	0	0	reviewed	393	Escherichia coli (strain K12)	83333	42746	0		4 out of 5	Evidence at protein level	Sugar efflux transporter B	SwissProt_not_IMEX	0	0	0	not in IMEx
P33029	1	1	0	0	0	0	0	0	0	1	reviewed	488	Escherichia coli (strain K12)	83333	54032	0		2 out of 5	Inferred from homology	Uncharacterized oxidoreductase YeiQ (EC 1.-.-.-)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33030	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	328	Escherichia coli (strain K12)	83333	36113	0		5 out of 5	Evidence at protein level	Zinc-binding GTPase YeiR (EC 3.6.-.-)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33128	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	246	Escherichia coli (strain K12)	83333	27054	0		3 out of 5	Evidence at transcript level	Probable fimbrial chaperone YadV	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33129	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	865	Escherichia coli (strain K12)	83333	95499	0		4 out of 5	Evidence at protein level	Outer membrane usher protein HtrE (Heat shock protein E)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33135	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	261	Escherichia coli (strain K12)	83333	28543	0		3 out of 5	Inferred from homology	Flagellar biosynthetic protein FliR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33136	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	511	Escherichia coli (strain K12)	83333	57912	0		4 out of 5	Evidence at protein level	Glucans biosynthesis protein G	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33195	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	957	Escherichia coli (strain K12)	83333	104376	0		5 out of 5	Evidence at protein level	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33218	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	219	Escherichia coli (strain K12)	83333	23687	0		2 out of 5	Evidence at protein level	Inner membrane protein YebE	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P33219	1	1	0	0	0	0	0	0	0	0	reviewed	118	Escherichia coli (strain K12)	83333	12962	0		2 out of 5	Evidence at protein level	Protein YebF	SwissProt_not_IMEX	0	0	0	not in IMEx
P33221	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	392	Escherichia coli (strain K12)	83333	42434	0		5 out of 5	Evidence at protein level	Phosphoribosylglycinamide formyltransferase 2 (GART 2) (EC 2.1.2.-) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (GAR transformylase 2)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33222	1	1	0	0	0	0	0	0	0	0	reviewed	387	Escherichia coli (strain K12)	83333	45020	0		3 out of 5	Evidence at protein level	Putative acid--amine ligase YjfC (EC 6.3.1.-)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33224	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	541	Escherichia coli (strain K12)	83333	60590	0		5 out of 5	Evidence at protein level	Putative acyl-CoA dehydrogenase AidB (EC 1.3.99.-)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P33225	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	848	Escherichia coli (strain K12)	83333	94456	0		5 out of 5	Evidence at protein level	Trimethylamine-N-oxide reductase 1 (TMAO reductase 1) (Trimethylamine oxidase 1) (EC 1.7.2.3)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33226	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	390	Escherichia coli (strain K12)	83333	43607	0		5 out of 5	Evidence at protein level	Cytochrome c-type protein TorC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33227	1	1	0	0	0	0	0	0	0	1	reviewed	178	Escherichia coli (strain K12)	83333	19284	0		1 out of 5	Uncertain	Putative uncharacterized protein StfE (Side tail fiber protein homolog from lambdoid prophage e14)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33228	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	269	Escherichia coli (strain K12)	83333	29721	0		3 out of 5	Evidence at protein level	Protein RecT (P33)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33229	1	1	0	0	0	0	0	0	0	0	reviewed	64	Escherichia coli (strain K12)	83333	7019	0		4 out of 5	Evidence at protein level	Endodeoxyribonuclease RalR (DNase RalR) (EC 3.1.-.-) (Restriction alleviation and modification enhancement protein) (Toxin RalR)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33230	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	69	Escherichia coli (strain K12)	83333	7863	0		3 out of 5	Evidence at protein level	Double-strand break reduction protein	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33231	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	551	Escherichia coli (strain K12)	83333	59168	0		4 out of 5	Evidence at protein level	L-lactate permease	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33232	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	396	Escherichia coli (strain K12)	83333	42728	0		5 out of 5	Evidence at protein level	L-lactate dehydrogenase (EC 1.1.-.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33234	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	253	Escherichia coli (strain K12)	83333	29007	0		2 out of 5	Inferred from homology	HTH-type transcriptional regulator AdiY	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33235	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	547	Escherichia coli (strain K12)	83333	57930	0		2 out of 5	Evidence at protein level	Flagellar hook-associated protein 1 (HAP1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33236	1	1	0	0	0	0	0	0	0	1	reviewed	69	Escherichia coli (strain K12)	83333	7742	0		2 out of 5	Inferred from homology	Regulatory protein MokC	SwissProt_not_IMEX	0	0	0	not in IMEx
P33340	1	1	0	0	0	0	0	0	0	1	reviewed	344	Escherichia coli (strain K12)	83333	36885	0		3 out of 5	Evidence at transcript level	Uncharacterized fimbrial-like protein YehA	SwissProt_not_IMEX	0	0	0	not in IMEx
P33341	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	826	Escherichia coli (strain K12)	83333	92282	0		3 out of 5	Evidence at transcript level	Outer membrane usher protein YehB	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33342	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	239	Escherichia coli (strain K12)	83333	26589	0		3 out of 5	Evidence at transcript level	Probable fimbrial chaperone YehC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33343	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	180	Escherichia coli (strain K12)	83333	19061	0		3 out of 5	Evidence at transcript level	Uncharacterized fimbrial-like protein YehD	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33344	1	1	0	0	0	0	0	0	0	1	reviewed	93	Escherichia coli (strain K12)	83333	10137	0		1 out of 5	Inferred from homology	Uncharacterized protein YehE	SwissProt_not_IMEX	0	0	0	not in IMEx
P33345	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	1264	Escherichia coli (strain K12)	83333	140939	0		2 out of 5	Uncertain	Putative molybdate metabolism regulator	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33346	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	1210	Escherichia coli (strain K12)	83333	138068	0		1 out of 5	Predicted	Uncharacterized protein YehI	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33347	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	105	Escherichia coli (strain K12)	83333	12603	0		1 out of 5	Predicted	Uncharacterized protein YehK	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33348	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	362	Escherichia coli (strain K12)	83333	39682	0		1 out of 5	Predicted	Uncharacterized protein YehL	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33349	1	1	0	0	0	0	0	0	0	1	reviewed	759	Escherichia coli (strain K12)	83333	83390	0		2 out of 5	Predicted	Uncharacterized protein YehM	SwissProt_not_IMEX	0	0	0	not in IMEx
P33352	1	1	0	0	0	0	0	0	0	1	reviewed	378	Escherichia coli (strain K12)	83333	42119	0		1 out of 5	Predicted	Uncharacterized protein YehP	SwissProt_not_IMEX	0	0	0	not in IMEx
P33353	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	614	Escherichia coli (strain K12)	83333	67730	0		2 out of 5	Uncertain	Putative uncharacterized protein YehQ	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33354	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	153	Escherichia coli (strain K12)	83333	16594	0		2 out of 5	Evidence at protein level	Uncharacterized lipoprotein YehR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33355	1	1	0	0	0	0	0	0	0	1	reviewed	156	Escherichia coli (strain K12)	83333	17973	0		1 out of 5	Predicted	Uncharacterized protein YehS	SwissProt_not_IMEX	0	0	0	not in IMEx
P33358	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	243	Escherichia coli (strain K12)	83333	28046	0		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator MlrA (MerR-like regulator A)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33359	1	1	0	0	0	0	0	0	0	0	reviewed	243	Escherichia coli (strain K12)	83333	25515	0		4 out of 5	Evidence at protein level	Glycine betaine uptake system permease protein YehW	SwissProt_not_IMEX	0	0	0	not in IMEx
P33360	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	308	Escherichia coli (strain K12)	83333	34425	0		3 out of 5	Evidence at protein level	Glycine betaine uptake system ATP-binding protein YehX (EC 3.6.3.-)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33361	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	385	Escherichia coli (strain K12)	83333	41139	0		4 out of 5	Evidence at protein level	Glycine betaine uptake system permease protein YehY	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33362	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	305	Escherichia coli (strain K12)	83333	32609	0		3 out of 5	Evidence at protein level	Glycine betaine-binding protein YehZ	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33363	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	765	Escherichia coli (strain K12)	83333	83460	0		4 out of 5	Inferred from homology	Periplasmic beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33366	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	192	Escherichia coli (strain K12)	83333	21445	0		2 out of 5	Evidence at protein level	Inner membrane protein YohD	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33368	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	253	Escherichia coli (strain K12)	83333	26951	0		2 out of 5	Inferred from homology	Uncharacterized oxidoreductase YohF (EC 1.-.-.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33369	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	478	Escherichia coli (strain K12)	83333	52138	0		3 out of 5	Uncertain	Putative multidrug resistance outer membrane protein MdtQ	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33371	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	315	Escherichia coli (strain K12)	83333	35199	0		5 out of 5	Evidence at protein level	tRNA-dihydrouridine(16) synthase (EC 1.3.1.-) (U16-specific dihydrouridine synthase) (U16-specific Dus) (tRNA-dihydrouridine synthase C)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33554	1	1	0	0	0	0	0	0	0	1	reviewed	156	Escherichia coli (strain K12)	83333	17865	0		2 out of 5	Inferred from homology	Prepilin peptidase-dependent protein A	SwissProt_not_IMEX	0	0	0	not in IMEx
P33570	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	667	Escherichia coli (strain K12)	83333	73043	0		4 out of 5	Evidence at protein level	Transketolase 2 (TK 2) (EC 2.2.1.1)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33590	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	524	Escherichia coli (strain K12)	83333	58719	0		4 out of 5	Evidence at protein level	Nickel-binding periplasmic protein	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33591	1	1	0	0	0	0	0	0	0	0	reviewed	314	Escherichia coli (strain K12)	83333	35248	0		4 out of 5	Evidence at protein level	Nickel transport system permease protein NikB	SwissProt_not_IMEX	0	0	0	not in IMEx
P33593	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	254	Escherichia coli (strain K12)	83333	26820	0		3 out of 5	Inferred from homology	Nickel import ATP-binding protein NikD (EC 3.6.3.24)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P33594	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	268	Escherichia coli (strain K12)	83333	29722	0		3 out of 5	Inferred from homology	Nickel import ATP-binding protein NikE (EC 3.6.3.24)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P33595	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	551	Escherichia coli (strain K12)	83333	63975	0		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator SgrR	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33596	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	166	Escherichia coli (strain K12)	83333	19424	0		3 out of 5	Evidence at protein level	Regulatory protein RecX (Protein OraA)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33599	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	596	Escherichia coli (strain K12)	83333	68236	0		5 out of 5	Evidence at protein level	NADH-quinone oxidoreductase subunit C/D (EC 1.6.5.11) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D) (NUO3/NUO4)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P33602	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	908	Escherichia coli (strain K12)	83333	100299	0		5 out of 5	Evidence at protein level	NADH-quinone oxidoreductase subunit G (EC 1.6.5.11) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33607	1	1	0	0	0	0	0	0	0	0	reviewed	613	Escherichia coli (strain K12)	83333	66438	0		5 out of 5	Evidence at protein level	NADH-quinone oxidoreductase subunit L (EC 1.6.5.11) (NADH dehydrogenase I subunit L) (NDH-1 subunit L) (NUO12)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33634	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	293	Escherichia coli (strain K12)	83333	33243	0		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YfiE	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33643	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	326	Escherichia coli (strain K12)	83333	37122	0		5 out of 5	Evidence at protein level	Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23) (23S rRNA pseudouridine(1911/1915/1917) synthase) (rRNA pseudouridylate synthase D) (rRNA-uridine isomerase D)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P33644	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	243	Escherichia coli (strain K12)	83333	26339	0		2 out of 5	Evidence at protein level	Laccase domain protein YfiH	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33647	1	1	0	0	0	0	0	0	0	0	reviewed	116	Escherichia coli (strain K12)	83333	12492	0		5 out of 5	Evidence at protein level	Endoribonuclease ChpB (EC 3.1.-.-) (Toxin ChpB) (mRNA interferase ChpB)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33650	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	773	Escherichia coli (strain K12)	83333	84474	0		5 out of 5	Evidence at protein level	Ferrous iron transport protein B	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33666	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	2003	Escherichia coli (strain K12)	83333	205949	0		1 out of 5	Uncertain	Putative uncharacterized protein YdbA	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33667	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	364	Escherichia coli (strain K12)	83333	41111	0		4 out of 5	Evidence at protein level	tRNA 2-selenouridine synthase (EC 2.9.1.-) (Selenophosphate-dependent tRNA 2-selenouridine synthase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33668	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	122	Escherichia coli (strain K12)	83333	14152	0		1 out of 5	Evidence at transcript level	Uncharacterized protein YbbC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33669	1	1	0	0	0	0	0	0	0	1	reviewed	86	Escherichia coli (strain K12)	83333	10052	0		1 out of 5	Uncertain	Putative uncharacterized protein YbbD	SwissProt_not_IMEX	0	0	0	not in IMEx
P33790	1	0	0	0	0	0	0	0	0	1	reviewed	938	Escherichia coli (strain K12)	83333	102472	0		3 out of 5	Predicted	Protein TraG [Cleaved into: Protein TraG*]	SwissProt_not_IMEX	0	0	0	not in IMEx
P33898	1	1	0	0	0	0	0	0	0	1	reviewed	333	Escherichia coli (strain K12)	83333	35650	0		4 out of 5	Uncertain	Putative glyceraldehyde-3-phosphate dehydrogenase C (GAPDH-C) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	SwissProt_not_IMEX	0	0	0	not in IMEx
P33913	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	604	Escherichia coli (strain K12)	83333	69669	0		2 out of 5	Inferred from homology	Uncharacterized protein YejA	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33915	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	341	Escherichia coli (strain K12)	83333	38092	0		3 out of 5	Evidence at protein level	Inner membrane ABC transporter permease protein YejE	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33916	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	529	Escherichia coli (strain K12)	83333	58726	0		2 out of 5	Inferred from homology	Uncharacterized ABC transporter ATP-binding protein YejF	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P33919	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	586	Escherichia coli (strain K12)	83333	66413	0		5 out of 5	Evidence at protein level	Putative DNA repair helicase RadD (EC 3.6.4.12)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33920	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	335	Escherichia coli (strain K12)	83333	37823	0		3 out of 5	Evidence at protein level	Nucleoid-associated protein YejK	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33924	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	863	Escherichia coli (strain K12)	83333	91202	0		2 out of 5	Uncertain	Putative uncharacterized outer membrane protein YejO	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33927	1	1	uniprotkb	83333	1	1	1	0	1	0	reviewed	647	Escherichia coli (strain K12)	83333	71389	0		3 out of 5	Evidence at protein level	Cytochrome c-type biogenesis protein CcmF	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P33931	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	207	Escherichia coli (strain K12)	83333	23053	0		4 out of 5	Evidence at protein level	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 3.6.3.41) (Heme exporter protein A)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P33934	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	287	Escherichia coli (strain K12)	83333	31874	0		3 out of 5	Inferred from homology	Ferredoxin-type protein NapH	SwissProt_and_IMEX	0	1	0	not two-hybrid, and not AP-MS
P33937	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	828	Escherichia coli (strain K12)	83333	93042	0		5 out of 5	Evidence at protein level	Periplasmic nitrate reductase (EC 1.7.99.4)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P33940	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	548	Escherichia coli (strain K12)	83333	60230	0		3 out of 5	Evidence at protein level	Malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
